20131219;095959;101.230000000;10
20131219;095959;101.230000000;190
20131219;095959;101.230000000;10
20131219;095959;101.230000000;200
20131219;095959;101.230000000;350
20131219;095959;101.230000000;4550
20131219;095959;101.230000000;4160
20131219;095959;101.230000000;2950
20131219;095959;101.230000000;1500
20131219;095959;101.230000000;240
20131219;095959;101.230000000;3260
20131219;095959;101.230000000;1000
20131219;095959;101.230000000;10
20131219;095959;101.230000000;50
20131219;095959;101.230000000;400
20131219;095959;101.230000000;10
20131219;095959;101.230000000;500
20131219;095959;101.230000000;360
20131219;095959;101.230000000;8070
20131219;095959;101.230000000;320
20131219;095959;101.230000000;2910
20131219;095959;101.230000000;110
20131219;095959;101.230000000;130
20131219;095959;101.230000000;70
20131219;095959;101.230000000;7390
20131219;095959;101.230000000;610
20131219;095959;101.230000000;2500
20131219;095959;101.230000000;10
20131219;095959;101.230000000;30
20131219;095959;101.230000000;200
20131219;095959;101.230000000;30
20131219;095959;101.230000000;4400
20131219;095959;101.230000000;410
20131219;095959;101.230000000;110
20131219;095959;101.230000000;10
20131219;095959;101.230000000;30
20131219;095959;101.230000000;500
20131219;095959;101.230000000;30
20131219;095959;101.230000000;30
20131219;095959;101.230000000;50
20131219;095959;101.230000000;30
20131219;095959;101.230000000;30
20131219;095959;101.230000000;30
20131219;095959;101.230000000;30
20131219;095959;101.230000000;30
20131219;095959;101.230000000;30
20131219;095959;101.230000000;30
20131219;095959;101.230000000;30
20131219;095959;101.230000000;30
20131219;095959;101.230000000;30
20131219;095959;101.230000000;50
20131219;095959;101.230000000;30
20131219;095959;101.230000000;30
20131219;095959;101.230000000;30
20131219;095959;101.230000000;30
20131219;095959;101.230000000;30
20131219;095959;101.230000000;3970
20131219;095959;101.230000000;450
20131219;095959;101.230000000;30
20131219;095959;101.230000000;50
20131219;095959;101.230000000;450
20131219;095959;101.230000000;30
20131219;095959;101.230000000;30
20131219;095959;101.230000000;150
20131219;095959;101.230000000;10
20131219;095959;101.230000000;30
20131219;095959;101.230000000;30
20131219;095959;101.230000000;20
